,property_type,building_name,address,access_1,access_2,access_3,age,building_floors,room_floor,rent,management_fee,deposit,gratuity,layout,area,url,posting_date
602,賃貸マンション,フォレストＫIII,愛知県名古屋市昭和区藤成通１,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩15分,築30年,4階建,3階,3.8万円,4000円,-,-,ワンルーム,21m2,https://suumo.jp/chintai/jnc_000088066338/?bc=100363692385,2024-02-19
603,賃貸マンション,フォレストＫIII,愛知県名古屋市昭和区藤成通１,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/瑞穂区役所駅 歩15分,地下鉄桜通線/御器所駅 歩15分,築30年,4階建,2階,3.8万円,4000円,-,-,ワンルーム,21m2,https://suumo.jp/chintai/jnc_000088338585/?bc=100365405425,2024-02-19
604,賃貸マンション,ＲｏｃｋＣｈｅｒｒｙMANSION,愛知県名古屋市昭和区桜山町５,地下鉄桜通線/桜山駅 歩2分,地下鉄鶴舞線/御器所駅 歩11分,地下鉄鶴舞線/荒畑駅 歩18分,築32年,5階建,5階,3.1万円,3200円,-,-,1K,18.15m2,https://suumo.jp/chintai/jnc_000073359746/?bc=100279440564,2024-02-19
605,賃貸マンション,ＲｏｃｋＣｈｅｒｒｙMANSION,愛知県名古屋市昭和区桜山町５,地下鉄桜通線/桜山駅 歩2分,地下鉄鶴舞線/御器所駅 歩11分,地下鉄鶴舞線/荒畑駅 歩18分,築32年,5階建,4階,3.3万円,3200円,-,-,1K,18.15m2,https://suumo.jp/chintai/jnc_000058028004/?bc=100279440544,2024-02-19
606,賃貸マンション,ＲｏｃｋＣｈｅｒｒｙMANSION,愛知県名古屋市昭和区桜山町５,地下鉄桜通線/桜山駅 歩2分,地下鉄鶴舞線/御器所駅 歩11分,地下鉄鶴舞線/荒畑駅 歩18分,築32年,5階建,3階,3.3万円,3200円,-,-,1K,18.15m2,https://suumo.jp/chintai/jnc_000054369700/?bc=100279440278,2024-02-19
607,賃貸マンション,ＲｏｃｋＣｈｅｒｒｙMANSION,愛知県名古屋市昭和区桜山町５,地下鉄桜通線/桜山駅 歩2分,地下鉄鶴舞線/御器所駅 歩11分,地下鉄鶴舞線/荒畑駅 歩18分,築32年,5階建,5階,3.3万円,3200円,-,-,1K,18.15m2,https://suumo.jp/chintai/jnc_000024747832/?bc=100366037596,2024-02-19
608,賃貸マンション,ＲｏｃｋＣｈｅｒｒｙMANSION,愛知県名古屋市昭和区桜山町５,地下鉄桜通線/桜山駅 歩2分,地下鉄鶴舞線/御器所駅 歩11分,地下鉄鶴舞線/荒畑駅 歩18分,築32年,5階建,4階,3.6万円,3200円,-,-,1K,18.15m2,https://suumo.jp/chintai/jnc_000014017106/?bc=100279440585,2024-02-19
609,賃貸マンション,ＲｏｃｋＣｈｅｒｒｙMANSION,愛知県名古屋市昭和区桜山町５,地下鉄桜通線/桜山駅 歩2分,地下鉄鶴舞線/御器所駅 歩11分,地下鉄鶴舞線/荒畑駅 歩18分,築32年,5階建,3階,3.6万円,3200円,-,-,1K,18.15m2,https://suumo.jp/chintai/jnc_000043138057/?bc=100320942165,2024-02-19
610,賃貸アパート,ピュアハイツ,愛知県名古屋市昭和区戸田町４,地下鉄桜通線/桜山駅 歩12分,地下鉄鶴舞線/川名駅 歩12分,地下鉄鶴舞線/御器所駅 歩21分,築26年,2階建,1階,4万円,3500円,-,-,1K,23.77m2,https://suumo.jp/chintai/jnc_000082329560/?bc=100312155624,2024-02-19
611,賃貸アパート,ピュアハイツ,愛知県名古屋市昭和区戸田町４,地下鉄桜通線/桜山駅 歩12分,地下鉄鶴舞線/川名駅 歩12分,地下鉄鶴舞線/御器所駅 歩21分,築26年,2階建,2階,4.1万円,3500円,-,-,1K,23.77m2,https://suumo.jp/chintai/jnc_000082329561/?bc=100289217307,2024-02-19
612,賃貸マンション,サンフル桜山,愛知県名古屋市昭和区丸屋町５,地下鉄桜通線/桜山駅 歩4分,地下鉄鶴舞線/御器所駅 歩13分,地下鉄鶴舞線/荒畑駅 歩15分,築33年,4階建,2階,2.5万円,5000円,-,-,1K,20.72m2,https://suumo.jp/chintai/jnc_000085959504/?bc=100350140210,2024-02-19
613,賃貸マンション,サンフル桜山,愛知県名古屋市昭和区丸屋町５,地下鉄桜通線/桜山駅 歩4分,地下鉄鶴舞線/御器所駅 歩13分,地下鉄鶴舞線/荒畑駅 歩15分,築33年,4階建,2階,2.5万円,5000円,-,-,1K,20.72m2,https://suumo.jp/chintai/jnc_000088488658/?bc=100366365996,2024-02-19
614,賃貸マンション,ジュネス瑞穂,愛知県名古屋市瑞穂区北原町３,地下鉄桜通線/瑞穂区役所駅 歩2分,地下鉄桜通線/桜山駅 歩10分,,築19年,3階建,2階,6.2万円,3000円,-,6.2万円,ワンルーム,31.16m2,https://suumo.jp/chintai/jnc_000045865484/?bc=100366543611,2024-02-19
615,賃貸マンション,ｍａｉｓｏｎ　ｄｅ　Ｋｏｅｉ,愛知県名古屋市昭和区円上町,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/荒畑駅 歩11分,ＪＲ中央本線/金山駅 歩27分,築20年,3階建,3階,4.2万円,3000円,4.2万円,-,1K,24.9m2,https://suumo.jp/chintai/jnc_000082684868/?bc=100283198600,2024-02-19
616,賃貸マンション,ｍａｉｓｏｎ　ｄｅ　Ｋｏｅｉ,愛知県名古屋市昭和区円上町,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/荒畑駅 歩11分,ＪＲ中央本線/金山駅 歩27分,築20年,3階建,2階,4.2万円,3000円,8.4万円,-,1K,24.9m2,https://suumo.jp/chintai/jnc_000082690761/?bc=100329745803,2024-02-19
617,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,1階,5.2万円,6000円,5.2万円,-,1K,29.9m2,https://suumo.jp/chintai/jnc_000075000800/?bc=100206585280,2024-02-19
618,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,3階,5.2万円,6000円,5.2万円,-,1K,29.4m2,https://suumo.jp/chintai/jnc_000075340032/?bc=100351278260,2024-02-19
619,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,2階,5.2万円,6000円,5.2万円,-,1K,29.4m2,https://suumo.jp/chintai/jnc_000021350731/?bc=100284032842,2024-02-19
620,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,2階,5.3万円,6000円,5.3万円,-,1K,29.9m2,https://suumo.jp/chintai/jnc_000082659573/?bc=100340106458,2024-02-19
621,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,8階,5.3万円,6000円,5.3万円,-,1K,29.4m2,https://suumo.jp/chintai/jnc_000032451928/?bc=100334242315,2024-02-19
622,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,7階,5.4万円,6000円,5.4万円,-,1K,29.4m2,https://suumo.jp/chintai/jnc_000018227202/?bc=100336615179,2024-02-19
623,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,4階,5.5万円,6000円,5.5万円,-,1K,29.9m2,https://suumo.jp/chintai/jnc_000051598564/?bc=100268460830,2024-02-19
624,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,8階,5.5万円,6000円,5.5万円,-,1K,29.4m2,https://suumo.jp/chintai/jnc_000075663499/?bc=100351277672,2024-02-19
625,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,3階,5.5万円,6000円,5.5万円,-,1K,29.4m2,https://suumo.jp/chintai/jnc_000088522442/?bc=100366601690,2024-02-19
626,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,5階,5.6万円,6000円,5.6万円,-,1K,29.4m2,https://suumo.jp/chintai/jnc_000075607947/?bc=100299288241,2024-02-19
627,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,5階,5.7万円,6000円,5.7万円,-,1K,29.4m2,https://suumo.jp/chintai/jnc_000088522443/?bc=100366601664,2024-02-19
628,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,8階,5.9万円,6000円,5.9万円,-,1K,29.9m2,https://suumo.jp/chintai/jnc_000049454457/?bc=100299918716,2024-02-19
629,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,9階,5.9万円,6000円,5.9万円,-,1K,29.9m2,https://suumo.jp/chintai/jnc_000030399203/?bc=100312474224,2024-02-19
630,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,8階,6.1万円,6000円,12.2万円,-,1K,29.9m2,https://suumo.jp/chintai/jnc_000054610794/?bc=100366601633,2024-02-19
631,賃貸マンション,ニューシティアパートメンツ円上町,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄桜通線/桜山駅 歩18分,ＪＲ東海道本線/熱田駅 歩23分,築20年,9階建,7階,6.2万円,6000円,6.2万円,-,1K,29.9m2,https://suumo.jp/chintai/jnc_000076446913/?bc=100295734435,2024-02-19
632,賃貸マンション,マンションＪＹ館(女性専用),愛知県名古屋市瑞穂区船原町４,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄桜通線/桜山駅 歩18分,地下鉄桜通線/瑞穂運動場西駅 歩21分,築35年,3階建,3階,3.6万円,3000円,3.6万円,-,1K,22m2,https://suumo.jp/chintai/jnc_000085660303/?bc=100333968920,2024-02-19
633,賃貸マンション,マンションＪＹ館(女性専用),愛知県名古屋市瑞穂区船原町４,地下鉄桜通線/瑞穂区役所駅 歩14分,地下鉄桜通線/桜山駅 歩18分,地下鉄桜通線/瑞穂運動場西駅 歩21分,築35年,3階建,3階,3.9万円,3000円,3.9万円,-,1K,22m2,https://suumo.jp/chintai/jnc_000046435260/?bc=100333792288,2024-02-19
634,賃貸マンション,希望ハイム,愛知県名古屋市昭和区下構町１,地下鉄桜通線/桜山駅 歩4分,地下鉄桜通線/御器所駅 歩11分,地下鉄鶴舞線/川名駅 歩19分,築46年,3階建,3階,3.8万円,3000円,-,-,1DK,26.4m2,https://suumo.jp/chintai/jnc_000024806320/?bc=100310803992,2024-02-19
635,賃貸マンション,リバーサイドテラス石川橋,愛知県名古屋市昭和区檀溪通５,地下鉄桜通線/桜山駅 歩17分,地下鉄鶴舞線/いりなか駅 歩19分,地下鉄鶴舞線/川名駅 歩15分,築41年,6階建,5階,11.1万円,9000円,11.1万円,11.1万円,2LDK,80m2,https://suumo.jp/chintai/jnc_000083848641/?bc=100337566609,2024-02-19
636,賃貸マンション,リバーサイドテラス石川橋,愛知県名古屋市昭和区檀溪通５,地下鉄桜通線/桜山駅 歩17分,地下鉄鶴舞線/いりなか駅 歩19分,地下鉄鶴舞線/川名駅 歩15分,築41年,6階建,5階,11.5万円,9000円,11.5万円,11.5万円,3LDK,87.84m2,https://suumo.jp/chintai/jnc_000053376359/?bc=100365831983,2024-02-19
637,賃貸マンション,リバーサイドテラス石川橋,愛知県名古屋市昭和区檀溪通５,地下鉄桜通線/桜山駅 歩17分,地下鉄鶴舞線/いりなか駅 歩19分,地下鉄鶴舞線/川名駅 歩15分,築41年,6階建,6階,12.1万円,9000円,12.1万円,12.1万円,3LDK,80m2,https://suumo.jp/chintai/jnc_000086734600/?bc=100355728934,2024-02-19
638,賃貸マンション,アトネス１６０４,愛知県名古屋市昭和区滝子町,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/荒畑駅 歩14分,地下鉄桜通線/御器所駅 歩22分,築25年,5階建,2階,4.4万円,6000円,4.4万円,4.4万円,1K,24.84m2,https://suumo.jp/chintai/jnc_000086359467/?bc=100362827026,2024-02-19
639,賃貸マンション,アトネス１６０４,愛知県名古屋市昭和区滝子町,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/荒畑駅 歩14分,地下鉄桜通線/御器所駅 歩22分,築25年,5階建,4階,4.6万円,6000円,4.6万円,-,1K,24.84m2,https://suumo.jp/chintai/jnc_000016638667/?bc=100363984907,2024-02-19
640,賃貸マンション,アトネス１６０４,愛知県名古屋市昭和区滝子町,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/荒畑駅 歩14分,地下鉄桜通線/御器所駅 歩22分,築25年,5階建,4階,4.6万円,6000円,4.6万円,4.6万円,1K,24.84m2,https://suumo.jp/chintai/jnc_000034197545/?bc=100346235084,2024-02-19
641,賃貸マンション,アトネス１６０４,愛知県名古屋市昭和区滝子町,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/荒畑駅 歩14分,地下鉄桜通線/御器所駅 歩22分,築25年,5階建,5階,4.7万円,6000円,4.7万円,-,1K,24.84m2,https://suumo.jp/chintai/jnc_000061864977/?bc=100360221428,2024-02-19
642,賃貸アパート,グレースワン,愛知県名古屋市昭和区荒田町４,地下鉄桜通線/桜山駅 歩12分,地下鉄鶴舞線/川名駅 歩15分,地下鉄桜通線/瑞穂区役所駅 歩21分,築37年,2階建,2階,4万円,3000円,-,-,1DK,21.18m2,https://suumo.jp/chintai/jnc_000085536206/?bc=100352367796,2024-02-19
643,賃貸マンション,ミューズミズホ,愛知県名古屋市瑞穂区瑞穂通２,地下鉄桜通線/瑞穂区役所駅 歩3分,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂運動場西駅 歩12分,築28年,3階建,1階,4.6万円,3000円,-,-,1K,24.84m2,https://suumo.jp/chintai/jnc_000083241165/?bc=100366984070,2024-02-19
644,賃貸マンション,ミューズミズホ,愛知県名古屋市瑞穂区瑞穂通２,地下鉄桜通線/瑞穂区役所駅 歩3分,地下鉄桜通線/桜山駅 歩5分,地下鉄桜通線/瑞穂運動場西駅 歩12分,築28年,3階建,3階,4.8万円,3000円,-,-,1K,22.84m2,https://suumo.jp/chintai/jnc_000021790937/?bc=100366317558,2024-02-19
645,賃貸アパート,オージー石川橋,愛知県名古屋市昭和区菊園町５,地下鉄桜通線/桜山駅 歩11分,地下鉄桜通線/瑞穂区役所駅 歩17分,地下鉄鶴舞線/川名駅 歩18分,築34年,2階建,1階,3.5万円,-,-,-,1K,23.5m2,https://suumo.jp/chintai/jnc_000088495709/?bc=100366430579,2024-02-19
646,賃貸マンション,クレアール千賀,愛知県名古屋市昭和区塩付通７,地下鉄桜通線/桜山駅 歩9分,地下鉄桜通線/瑞穂区役所駅 歩17分,地下鉄鶴舞線/御器所駅 歩18分,築51年,4階建,1階,4.9万円,3000円,-,-,1K,20.06m2,https://suumo.jp/chintai/jnc_000087601642/?bc=100342829160,2024-02-19
647,賃貸マンション,クレアール千賀,愛知県名古屋市昭和区塩付通７,地下鉄桜通線/桜山駅 歩9分,地下鉄桜通線/瑞穂区役所駅 歩17分,地下鉄鶴舞線/御器所駅 歩18分,築51年,4階建,1階,5万円,3000円,-,-,1K,20m2,https://suumo.jp/chintai/jnc_000085876607/?bc=100345997045,2024-02-19
648,賃貸マンション,クレアール千賀,愛知県名古屋市昭和区塩付通７,地下鉄桜通線/桜山駅 歩9分,地下鉄桜通線/瑞穂区役所駅 歩17分,地下鉄鶴舞線/御器所駅 歩18分,築51年,4階建,4階,5.1万円,3000円,-,-,1K,20.06m2,https://suumo.jp/chintai/jnc_000087601643/?bc=100350617871,2024-02-19
649,賃貸マンション,クレアール千賀,愛知県名古屋市昭和区塩付通７,地下鉄桜通線/桜山駅 歩9分,地下鉄桜通線/瑞穂区役所駅 歩17分,地下鉄鶴舞線/御器所駅 歩18分,築51年,4階建,4階,5.2万円,3000円,5.2万円,-,1K,20.6m2,https://suumo.jp/chintai/jnc_000084017803/?bc=100363946575,2024-02-19
650,賃貸マンション,クレアール千賀,愛知県名古屋市昭和区塩付通７,地下鉄桜通線/桜山駅 歩9分,地下鉄桜通線/瑞穂区役所駅 歩17分,地下鉄鶴舞線/御器所駅 歩18分,築51年,4階建,4階,5.3万円,3000円,-,-,1K,20m2,https://suumo.jp/chintai/jnc_000085876608/?bc=100338557385,2024-02-19
651,賃貸一戸建て,塩付通貸家,愛知県名古屋市昭和区塩付通６,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/御器所駅 歩12分,地下鉄鶴舞線/荒畑駅 歩19分,築64年,2階建,1階,5.5万円,-,-,-,1LDK,36.9m2,https://suumo.jp/chintai/jnc_000088450041/?bc=100366178652,2024-02-19
652,賃貸マンション,ベルメゾン,愛知県名古屋市昭和区藤成通６,地下鉄桜通線/桜山駅 歩13分,地下鉄鶴舞線/川名駅 歩12分,地下鉄鶴舞線/いりなか駅 歩15分,築33年,4階建,3階,3.8万円,-,-,-,1K,24.66m2,https://suumo.jp/chintai/jnc_000070704145/?bc=100366458467,2024-02-19
653,賃貸マンション,ベストハイツ高辻,愛知県名古屋市昭和区円上町,地下鉄桜通線/桜山駅 歩15分,ＪＲ中央本線/金山駅 歩27分,地下鉄鶴舞線/荒畑駅 歩21分,築27年,8階建,4階,3.5万円,7000円,-,-,1K,23.78m2,https://suumo.jp/chintai/jnc_000088338577/?bc=100365406959,2024-02-19
654,賃貸マンション,ベストハイツ高辻,愛知県名古屋市昭和区円上町,地下鉄桜通線/桜山駅 歩15分,ＪＲ中央本線/金山駅 歩27分,地下鉄鶴舞線/荒畑駅 歩21分,築27年,8階建,3階,3.5万円,7000円,-,-,1K,23.78m2,https://suumo.jp/chintai/jnc_000088338576/?bc=100365406999,2024-02-19
655,賃貸マンション,ベストハイツ高辻,愛知県名古屋市昭和区円上町,地下鉄桜通線/桜山駅 歩15分,ＪＲ中央本線/金山駅 歩27分,地下鉄鶴舞線/荒畑駅 歩21分,築27年,8階建,6階,3.8万円,7000円,-,-,1K,23.78m2,https://suumo.jp/chintai/jnc_000088014291/?bc=100363351653,2024-02-19
656,賃貸マンション,ベストハイツ高辻,愛知県名古屋市昭和区円上町,地下鉄桜通線/桜山駅 歩15分,ＪＲ中央本線/金山駅 歩27分,地下鉄鶴舞線/荒畑駅 歩21分,築27年,8階建,5階,3.8万円,7000円,-,-,1K,22.68m2,https://suumo.jp/chintai/jnc_000081397570/?bc=100322378180,2024-02-19
657,賃貸マンション,サンタウンミューズ,愛知県名古屋市昭和区円上町,地下鉄桜通線/桜山駅 歩18分,市バス/円上停 歩4分,地下鉄鶴舞線/荒畑駅 歩16分,築22年,3階建,2階,4.5万円,5000円,-,-,1K,24.9m2,https://suumo.jp/chintai/jnc_000080088078/?bc=100314845214,2024-02-19
658,賃貸マンション,サンタウンミューズ,愛知県名古屋市昭和区円上町,地下鉄桜通線/桜山駅 歩18分,市バス/円上停 歩4分,地下鉄鶴舞線/荒畑駅 歩16分,築22年,3階建,1階,4.5万円,5000円,-,-,1K,24.9m2,https://suumo.jp/chintai/jnc_000042208896/?bc=100306929344,2024-02-19
659,賃貸マンション,ソレイユ恵方,愛知県名古屋市昭和区阿由知通５,地下鉄桜通線/御器所駅 歩5分,地下鉄桜通線/桜山駅 歩6分,地下鉄鶴舞線/荒畑駅 歩12分,築32年,8階建,8階,10.5万円,10000円,-,-,3LDK,69.8m2,https://suumo.jp/chintai/jnc_000085868042/?bc=100349422636,2024-02-19
660,賃貸マンション,ソレイユ恵方,愛知県名古屋市昭和区阿由知通５,地下鉄桜通線/御器所駅 歩5分,地下鉄桜通線/桜山駅 歩6分,地下鉄鶴舞線/荒畑駅 歩12分,築32年,8階建,5階,10.5万円,10000円,-,-,3LDK,69.8m2,https://suumo.jp/chintai/jnc_000084420155/?bc=100340410149,2024-02-19
661,賃貸マンション,御器所ホームズ,愛知県名古屋市昭和区紅梅町２,地下鉄桜通線/御器所駅 歩3分,地下鉄鶴舞線/荒畑駅 歩6分,地下鉄桜通線/桜山駅 歩14分,築31年,6階建,3階,7.1万円,6000円,-,-,2LDK,50m2,https://suumo.jp/chintai/jnc_000088418087/?bc=100366695114,2024-02-19
662,賃貸マンション,ＯＳ・ＳＫＹマンション御器所,愛知県名古屋市昭和区広路通３,地下鉄鶴舞線/御器所駅 歩9分,地下鉄鶴舞線/川名駅 歩10分,地下鉄桜通線/桜山駅 歩23分,築35年,6階建,3階,3.7万円,4000円,-,-,1K,24m2,https://suumo.jp/chintai/jnc_000085366653/?bc=100366705519,2024-02-19
663,賃貸マンション,ＯＳ・ＳＫＹマンション御器所,愛知県名古屋市昭和区広路通３,地下鉄鶴舞線/御器所駅 歩9分,地下鉄鶴舞線/川名駅 歩10分,地下鉄桜通線/桜山駅 歩23分,築35年,6階建,4階,7.8万円,7000円,-,-,3DK,59.16m2,https://suumo.jp/chintai/jnc_000085065644/?bc=100345277043,2024-02-19
664,賃貸マンション,エクセライフ１高辻,愛知県名古屋市昭和区円上町,地下鉄桜通線/桜山駅 歩17分,ＪＲ中央本線/鶴舞駅 歩22分,地下鉄鶴舞線/荒畑駅 歩22分,築34年,3階建,2階,4万円,3000円,-,-,1DK,26.19m2,https://suumo.jp/chintai/jnc_000084239955/?bc=100339363952,2024-02-19
665,賃貸マンション,エクセル石仏,愛知県名古屋市昭和区石仏町１,地下鉄鶴舞線/御器所駅 歩4分,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩16分,築30年,5階建,1階,8.3万円,6000円,16.6万円,-,2LDK,56.33m2,https://suumo.jp/chintai/jnc_000086636399/?bc=100344276958,2024-02-19
666,賃貸マンション,エクセル石仏,愛知県名古屋市昭和区石仏町１,地下鉄鶴舞線/御器所駅 歩4分,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩16分,築30年,5階建,2階,8.4万円,6000円,16.8万円,-,2LDK,55m2,https://suumo.jp/chintai/jnc_000086533118/?bc=100342647520,2024-02-19
667,賃貸マンション,エクセル石仏,愛知県名古屋市昭和区石仏町１,地下鉄鶴舞線/御器所駅 歩4分,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩16分,築30年,5階建,3階,8.4万円,6000円,16.8万円,-,2LDK,55m2,https://suumo.jp/chintai/jnc_000088114197/?bc=100364060145,2024-02-19
668,賃貸マンション,エクセル石仏,愛知県名古屋市昭和区石仏町１,地下鉄鶴舞線/御器所駅 歩4分,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩16分,築30年,5階建,2階,8.9万円,6000円,17.8万円,-,2LDK,55m2,https://suumo.jp/chintai/jnc_000068963809/?bc=100329534611,2024-02-19
669,賃貸マンション,ＭＫビル,愛知県名古屋市昭和区白金３,地下鉄桜通線/桜山駅 歩19分,地下鉄名城線/金山駅 歩21分,地下鉄鶴舞線/荒畑駅 歩23分,築29年,4階建,3階,4.5万円,5000円,-,-,1K,24m2,https://suumo.jp/chintai/jnc_000063540829/?bc=100283385286,2024-02-19
670,賃貸マンション,ヴィレッヂ本願寺,愛知県名古屋市瑞穂区本願寺町２,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩17分,築46年,3階建,3階,4.9万円,4000円,-,4.9万円,1DK,31.92m2,https://suumo.jp/chintai/jnc_000073333120/?bc=100366947173,2024-02-19
671,賃貸マンション,ヴィレッヂ本願寺,愛知県名古屋市瑞穂区本願寺町２,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩17分,築46年,3階建,3階,5.1万円,4000円,5.1万円,5.1万円,1DK,31.92m2,https://suumo.jp/chintai/jnc_000086211221/?bc=100351946053,2024-02-19
672,賃貸マンション,ヴィレッヂ本願寺,愛知県名古屋市瑞穂区本願寺町２,地下鉄桜通線/瑞穂区役所駅 歩8分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩17分,築46年,3階建,3階,5.3万円,4000円,5.3万円,5.3万円,ワンルーム,31.92m2,https://suumo.jp/chintai/jnc_000086068963/?bc=100353953374,2024-02-19
673,賃貸マンション,アベニュー石川橋,愛知県名古屋市昭和区菊園町５,地下鉄桜通線/桜山駅 歩11分,地下鉄鶴舞線/川名駅 歩17分,地下鉄桜通線/瑞穂区役所駅 歩20分,築44年,4階建,4階,3.1万円,2000円,-,-,1K,20.62m2,https://suumo.jp/chintai/jnc_000043334107/?bc=100317099204,2024-02-19
674,賃貸マンション,アベニュー石川橋,愛知県名古屋市昭和区菊園町５,地下鉄桜通線/桜山駅 歩11分,地下鉄鶴舞線/川名駅 歩17分,地下鉄桜通線/瑞穂区役所駅 歩20分,築44年,4階建,3階,3.1万円,2000円,-,-,1K,20.62m2,https://suumo.jp/chintai/jnc_000043830206/?bc=100283345777,2024-02-19
675,賃貸マンション,アベニュー石川橋,愛知県名古屋市昭和区菊園町５,地下鉄桜通線/桜山駅 歩11分,地下鉄鶴舞線/川名駅 歩17分,地下鉄桜通線/瑞穂区役所駅 歩20分,築44年,4階建,4階,3.1万円,2000円,-,-,1K,20.62m2,https://suumo.jp/chintai/jnc_000080496297/?bc=100317099221,2024-02-19
676,賃貸マンション,アベニュー石川橋,愛知県名古屋市昭和区菊園町５,地下鉄桜通線/桜山駅 歩11分,地下鉄鶴舞線/川名駅 歩17分,地下鉄桜通線/瑞穂区役所駅 歩20分,築44年,4階建,3階,3.1万円,3000円,-,-,1K,20.62m2,https://suumo.jp/chintai/jnc_000062740195/?bc=100284699553,2024-02-19
