id,property_type,building_name,address,access_1,access_2,access_3,age,building_floors,room_floor,rent,management_fee,deposit,gratuity,layout,area,url,posting_date,actual_cost
1560,賃貸マンション,Calm cinco,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄鶴舞線/鶴舞駅 歩20分,地下鉄桜通線/桜山駅 歩23分,築3年,3階建,3階,118000.0,5000.0,0.0,118000.0,1LDK,54.26,https://suumo.jp/chintai/jnc_000088609254/?bc=100342824319,2024-02-25,125458.33333333331
1561,賃貸マンション,Calm cinco,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩17分,地下鉄鶴舞線/鶴舞駅 歩20分,地下鉄桜通線/桜山駅 歩23分,築3年,3階建,3階,121000.0,5000.0,0.0,121000.0,1LDK,54.26,https://suumo.jp/chintai/jnc_000084825846/?bc=100343613968,2024-02-25,128520.83333333331
1562,賃貸アパート,メイプル長戸,愛知県名古屋市昭和区長戸町３,地下鉄鶴舞線/川名駅 歩12分,地下鉄鶴舞線/御器所駅 歩14分,地下鉄桜通線/桜山駅 歩14分,築31年,2階建,2階,43000.0,2000.0,0.0,0.0,1K,24.0,https://suumo.jp/chintai/jnc_000063196219/?bc=100283249160,2024-02-25,45000.0
1563,賃貸アパート,メイプル長戸,愛知県名古屋市昭和区長戸町３,地下鉄鶴舞線/川名駅 歩12分,地下鉄鶴舞線/御器所駅 歩14分,地下鉄桜通線/桜山駅 歩14分,築31年,2階建,1階,43000.0,2000.0,0.0,0.0,1K,24.0,https://suumo.jp/chintai/jnc_000063915695/?bc=100300631178,2024-02-25,45000.0
1564,賃貸マンション,アクセス高辻,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩16分,地下鉄鶴舞線/鶴舞駅 歩18分,地下鉄桜通線/桜山駅 歩19分,築34年,7階建,5階,47000.0,5000.0,0.0,0.0,ワンルーム,36.36,https://suumo.jp/chintai/jnc_000082497936/?bc=100314004660,2024-02-25,52000.0
1565,賃貸マンション,アクセス高辻,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩16分,地下鉄鶴舞線/鶴舞駅 歩18分,地下鉄桜通線/桜山駅 歩19分,築34年,7階建,2階,47000.0,5000.0,0.0,0.0,1DK,36.36,https://suumo.jp/chintai/jnc_000087579012/?bc=100360598344,2024-02-25,52000.0
1566,賃貸マンション,アクセス高辻,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩16分,地下鉄鶴舞線/鶴舞駅 歩18分,地下鉄桜通線/桜山駅 歩19分,築34年,7階建,3階,47000.0,5000.0,0.0,0.0,ワンルーム,30.36,https://suumo.jp/chintai/jnc_000082497935/?bc=100334885032,2024-02-25,52000.0
1567,賃貸マンション,アクセス高辻,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩16分,地下鉄鶴舞線/鶴舞駅 歩18分,地下鉄桜通線/桜山駅 歩19分,築34年,7階建,6階,47000.0,5000.0,0.0,0.0,ワンルーム,30.3,https://suumo.jp/chintai/jnc_000082497937/?bc=100272929203,2024-02-25,52000.0
1568,賃貸マンション,アクセス高辻,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩16分,地下鉄鶴舞線/鶴舞駅 歩18分,地下鉄桜通線/桜山駅 歩19分,築34年,7階建,2階,49000.0,5000.0,0.0,0.0,1LDK,36.3,https://suumo.jp/chintai/jnc_000081910016/?bc=100325291685,2024-02-25,54000.0
1569,賃貸マンション,アクセス高辻,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩16分,地下鉄鶴舞線/鶴舞駅 歩18分,地下鉄桜通線/桜山駅 歩19分,築34年,7階建,7階,55000.0,5000.0,0.0,0.0,ワンルーム,36.36,https://suumo.jp/chintai/jnc_000021409623/?bc=100336886393,2024-02-25,60000.0
1570,賃貸マンション,アクセス高辻,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩16分,地下鉄鶴舞線/鶴舞駅 歩18分,地下鉄桜通線/桜山駅 歩19分,築34年,7階建,7階,55000.0,5000.0,0.0,0.0,ワンルーム,36.36,https://suumo.jp/chintai/jnc_000074784135/?bc=100343972778,2024-02-25,60000.0
1571,賃貸マンション,地下鉄鶴舞線 川名駅 7階建 築58年,愛知県名古屋市昭和区南分町４,地下鉄鶴舞線/川名駅 歩10分,地下鉄桜通線/御器所駅 歩13分,地下鉄桜通線/桜山駅 歩17分,築58年,7階建,6階,49000.0,4000.0,0.0,0.0,1LDK,32.0,https://suumo.jp/chintai/jnc_000059427964/?bc=100367410631,2024-02-25,53000.0
1572,賃貸マンション,地下鉄鶴舞線 川名駅 7階建 築58年,愛知県名古屋市昭和区南分町４,地下鉄鶴舞線/川名駅 歩10分,地下鉄桜通線/御器所駅 歩13分,地下鉄桜通線/桜山駅 歩17分,築58年,7階建,1階,52000.0,4000.0,0.0,0.0,ワンルーム,38.5,https://suumo.jp/chintai/jnc_000064425006/?bc=100328676561,2024-02-25,56000.0
1573,賃貸マンション,地下鉄鶴舞線 川名駅 7階建 築58年,愛知県名古屋市昭和区南分町４,地下鉄鶴舞線/川名駅 歩10分,地下鉄桜通線/御器所駅 歩13分,地下鉄桜通線/桜山駅 歩17分,築58年,7階建,1階,52000.0,4000.0,0.0,0.0,ワンルーム,38.5,https://suumo.jp/chintai/jnc_000077512107/?bc=100340190100,2024-02-25,56000.0
1574,賃貸マンション,地下鉄鶴舞線 川名駅 7階建 築58年,愛知県名古屋市昭和区南分町４,地下鉄鶴舞線/川名駅 歩10分,地下鉄桜通線/御器所駅 歩13分,地下鉄桜通線/桜山駅 歩17分,築58年,7階建,2階,58000.0,4000.0,0.0,0.0,3DK,53.0,https://suumo.jp/chintai/jnc_000086538504/?bc=100354106894,2024-02-25,62000.0
1575,賃貸マンション,ゴキソ２２４,愛知県名古屋市昭和区御器所通２,地下鉄桜通線/御器所駅 歩1分,地下鉄桜通線/桜山駅 歩15分,地下鉄鶴舞線/荒畑駅 歩8分,築44年,6階建,3階,53000.0,5000.0,0.0,0.0,1K,21.0,https://suumo.jp/chintai/jnc_000020217398/?bc=100367268962,2024-02-25,58000.0
1576,賃貸アパート,フォーブル景,愛知県名古屋市昭和区石仏町２,地下鉄鶴舞線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩18分,築40年,2階建,1階,28000.0,2000.0,0.0,0.0,1K,21.18,https://suumo.jp/chintai/jnc_000080763746/?bc=100312631278,2024-02-25,30000.0
1577,賃貸マンション,広路苑,愛知県名古屋市昭和区広路本町２,地下鉄桜通線/御器所駅 歩7分,地下鉄鶴舞線/川名駅 歩10分,地下鉄桜通線/桜山駅 歩17分,築49年,3階建,1階,45000.0,0.0,0.0,0.0,1K,32.0,https://suumo.jp/chintai/jnc_000086660425/?bc=100354961867,2024-02-25,45000.0
1578,賃貸マンション,メゾン御器所,愛知県名古屋市昭和区石仏町１,地下鉄鶴舞線/御器所駅 歩4分,地下鉄桜通線/桜山駅 歩13分,地下鉄鶴舞線/荒畑駅 歩14分,築41年,4階建,2階,42000.0,0.0,0.0,0.0,ワンルーム,29.7,https://suumo.jp/chintai/jnc_000020690996/?bc=100295430486,2024-02-25,42000.0
1579,賃貸マンション,メゾン御器所,愛知県名古屋市昭和区石仏町１,地下鉄鶴舞線/御器所駅 歩4分,地下鉄桜通線/桜山駅 歩13分,地下鉄鶴舞線/荒畑駅 歩14分,築41年,4階建,4階,42000.0,0.0,0.0,0.0,ワンルーム,29.7,https://suumo.jp/chintai/jnc_000040007624/?bc=100365647992,2024-02-25,42000.0
1580,賃貸マンション,メゾン御器所,愛知県名古屋市昭和区石仏町１,地下鉄鶴舞線/御器所駅 歩4分,地下鉄桜通線/桜山駅 歩13分,地下鉄鶴舞線/荒畑駅 歩14分,築41年,4階建,3階,42000.0,0.0,0.0,0.0,ワンルーム,29.7,https://suumo.jp/chintai/jnc_000042475175/?bc=100362501413,2024-02-25,42000.0
1581,賃貸マンション,メゾン御器所,愛知県名古屋市昭和区石仏町１,地下鉄鶴舞線/御器所駅 歩4分,地下鉄桜通線/桜山駅 歩13分,地下鉄鶴舞線/荒畑駅 歩14分,築41年,4階建,2階,42000.0,3000.0,0.0,0.0,ワンルーム,25.0,https://suumo.jp/chintai/jnc_000086884085/?bc=100356462976,2024-02-25,45000.0
1582,賃貸マンション,都ハイツ,愛知県名古屋市昭和区檀溪通３,地下鉄鶴舞線/川名駅 歩7分,地下鉄鶴舞線/いりなか駅 歩12分,地下鉄桜通線/桜山駅 歩18分,築43年,3階建,3階,28000.0,0.0,0.0,28000.0,1K,21.87,https://suumo.jp/chintai/jnc_000087053666/?bc=100283199505,2024-02-25,28583.33333333333
1583,賃貸マンション,都ハイツ,愛知県名古屋市昭和区檀溪通３,地下鉄鶴舞線/川名駅 歩7分,地下鉄鶴舞線/いりなか駅 歩12分,地下鉄桜通線/桜山駅 歩18分,築43年,3階建,2階,28000.0,0.0,0.0,28000.0,1K,21.87,https://suumo.jp/chintai/jnc_000087053665/?bc=100283199655,2024-02-25,28583.33333333333
1584,賃貸マンション,都ハイツ,愛知県名古屋市昭和区檀溪通３,地下鉄鶴舞線/川名駅 歩7分,地下鉄鶴舞線/いりなか駅 歩12分,地下鉄桜通線/桜山駅 歩18分,築43年,3階建,3階,28000.0,0.0,0.0,28000.0,1K,21.87,https://suumo.jp/chintai/jnc_000087933637/?bc=100322377723,2024-02-25,28583.33333333333
1585,賃貸マンション,フォーブル御器所,愛知県名古屋市昭和区天神町２,地下鉄鶴舞線/御器所駅 歩2分,地下鉄鶴舞線/荒畑駅 歩9分,地下鉄桜通線/桜山駅 歩14分,築38年,4階建,2階,23800.0,3750.0,55500.0,0.0,1K,15.4,https://suumo.jp/chintai/jnc_000086884089/?bc=100356804253,2024-02-25,28706.25
1586,賃貸マンション,フォーブル御器所,愛知県名古屋市昭和区天神町２,地下鉄鶴舞線/御器所駅 歩2分,地下鉄鶴舞線/荒畑駅 歩9分,地下鉄桜通線/桜山駅 歩14分,築38年,4階建,3階,24800.0,3750.0,55500.0,0.0,1K,15.4,https://suumo.jp/chintai/jnc_000085989752/?bc=100356804254,2024-02-25,29706.25
1587,賃貸マンション,フォーブル御器所,愛知県名古屋市昭和区天神町２,地下鉄鶴舞線/御器所駅 歩2分,地下鉄鶴舞線/荒畑駅 歩9分,地下鉄桜通線/桜山駅 歩14分,築38年,4階建,3階,24800.0,3750.0,55500.0,0.0,1K,15.4,https://suumo.jp/chintai/jnc_000086098553/?bc=100356804255,2024-02-25,29706.25
1588,賃貸マンション,フォーブル御器所,愛知県名古屋市昭和区天神町２,地下鉄鶴舞線/御器所駅 歩2分,地下鉄鶴舞線/荒畑駅 歩9分,地下鉄桜通線/桜山駅 歩14分,築38年,4階建,4階,25800.0,3750.0,55500.0,0.0,1K,15.4,https://suumo.jp/chintai/jnc_000082161812/?bc=100326563682,2024-02-25,30706.25
1589,賃貸マンション,フォーブル御器所,愛知県名古屋市昭和区天神町２,地下鉄鶴舞線/御器所駅 歩2分,地下鉄鶴舞線/荒畑駅 歩9分,地下鉄桜通線/桜山駅 歩14分,築38年,4階建,4階,25800.0,3750.0,55500.0,0.0,1K,15.0,https://suumo.jp/chintai/jnc_000083460998/?bc=100334504500,2024-02-25,30706.25
1590,賃貸マンション,地下鉄鶴舞線 御器所駅 4階建 築60年,愛知県名古屋市昭和区松風町２,地下鉄鶴舞線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,4階,49000.0,5000.0,0.0,0.0,1K,26.54,https://suumo.jp/chintai/jnc_000016344889/?bc=100362081183,2024-02-25,54000.0
1591,賃貸マンション,地下鉄鶴舞線 御器所駅 4階建 築60年,愛知県名古屋市昭和区松風町２,地下鉄鶴舞線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,3階,49000.0,5000.0,0.0,0.0,1K,26.19,https://suumo.jp/chintai/jnc_000088014307/?bc=100353137777,2024-02-25,54000.0
1592,賃貸マンション,地下鉄鶴舞線 御器所駅 4階建 築60年,愛知県名古屋市昭和区松風町２,地下鉄鶴舞線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,3階,49000.0,5000.0,0.0,0.0,1K,24.6,https://suumo.jp/chintai/jnc_000046803802/?bc=100367410643,2024-02-25,54000.0
1593,賃貸マンション,地下鉄鶴舞線 御器所駅 4階建 築60年,愛知県名古屋市昭和区松風町２,地下鉄鶴舞線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,4階,50000.0,5000.0,0.0,0.0,1K,26.54,https://suumo.jp/chintai/jnc_000082026138/?bc=100338306118,2024-02-25,55000.0
1594,賃貸マンション,地下鉄鶴舞線 御器所駅 4階建 築60年,愛知県名古屋市昭和区松風町２,地下鉄鶴舞線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,3階,50000.0,5000.0,0.0,0.0,1K,26.19,https://suumo.jp/chintai/jnc_000062743675/?bc=100351004663,2024-02-25,55000.0
1595,賃貸マンション,地下鉄鶴舞線 御器所駅 4階建 築60年,愛知県名古屋市昭和区松風町２,地下鉄鶴舞線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,3階,50000.0,5000.0,0.0,0.0,1K,24.6,https://suumo.jp/chintai/jnc_000086719253/?bc=100344915619,2024-02-25,55000.0
1596,賃貸マンション,サンドリヨンゴキソ,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,3階,49000.0,5000.0,0.0,0.0,1K,26.19,https://suumo.jp/chintai/jnc_000014019020/?bc=100361578106,2024-02-25,54000.0
1597,賃貸マンション,サンドリヨンゴキソ,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,4階,49000.0,5000.0,0.0,0.0,1K,26.54,https://suumo.jp/chintai/jnc_000016289514/?bc=100340255613,2024-02-25,54000.0
1598,賃貸マンション,サンドリヨンゴキソ,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,3階,49000.0,5000.0,0.0,0.0,1K,24.6,https://suumo.jp/chintai/jnc_000046571397/?bc=100361578808,2024-02-25,54000.0
1599,賃貸マンション,サンドリヨンゴキソ,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,4階,50000.0,5000.0,0.0,0.0,1K,26.54,https://suumo.jp/chintai/jnc_000081821407/?bc=100333485785,2024-02-25,55000.0
1600,賃貸マンション,サンドリヨンゴキソ,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,3階,50000.0,5000.0,0.0,0.0,1K,26.19,https://suumo.jp/chintai/jnc_000061793020/?bc=100351418392,2024-02-25,55000.0
1601,賃貸マンション,サンドリヨンゴキソ,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,3階,50000.0,5000.0,0.0,0.0,1K,24.6,https://suumo.jp/chintai/jnc_000087021946/?bc=100344990567,2024-02-25,55000.0
1602,賃貸マンション,サンドリヨンゴキソ,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩11分,築60年,4階建,4階,59000.0,5000.0,0.0,0.0,ワンルーム,35.2,https://suumo.jp/chintai/jnc_000028926452/?bc=100365433819,2024-02-25,64000.0
1603,賃貸マンション,サンハイツ喜多村,愛知県名古屋市昭和区阿由知通４,地下鉄鶴舞線/御器所駅 歩3分,地下鉄鶴舞線/荒畑駅 歩12分,地下鉄桜通線/桜山駅 歩13分,築39年,6階建,1階,33000.0,0.0,33000.0,0.0,ワンルーム,17.78,https://suumo.jp/chintai/jnc_000077979224/?bc=100303721354,2024-02-25,33687.5
1604,賃貸マンション,サンハイツ喜多村,愛知県名古屋市昭和区阿由知通４,地下鉄鶴舞線/御器所駅 歩3分,地下鉄鶴舞線/荒畑駅 歩12分,地下鉄桜通線/桜山駅 歩13分,築39年,6階建,1階,33000.0,0.0,33000.0,0.0,ワンルーム,17.78,https://suumo.jp/chintai/jnc_000030640121/?bc=100362439720,2024-02-25,33687.5
1605,賃貸マンション,サンハイツ喜多村,愛知県名古屋市昭和区阿由知通４,地下鉄鶴舞線/御器所駅 歩3分,地下鉄鶴舞線/荒畑駅 歩12分,地下鉄桜通線/桜山駅 歩13分,築39年,6階建,4階,35000.0,0.0,35000.0,0.0,ワンルーム,17.78,https://suumo.jp/chintai/jnc_000085929052/?bc=100286053820,2024-02-25,35729.166666666664
1606,賃貸マンション,サンハイツ喜多村,愛知県名古屋市昭和区阿由知通４,地下鉄鶴舞線/御器所駅 歩3分,地下鉄鶴舞線/荒畑駅 歩12分,地下鉄桜通線/桜山駅 歩13分,築39年,6階建,4階,35000.0,0.0,35000.0,0.0,ワンルーム,17.78,https://suumo.jp/chintai/jnc_000085929053/?bc=100286053807,2024-02-25,35729.166666666664
1607,賃貸マンション,ゴキソ224ビル,愛知県名古屋市昭和区御器所通２,地下鉄桜通線/御器所駅 歩1分,地下鉄鶴舞線/荒畑駅 歩8分,地下鉄桜通線/桜山駅 歩13分,築44年,6階建,4階,40000.0,0.0,0.0,0.0,1K,21.0,https://suumo.jp/chintai/jnc_000086003045/?bc=100227380498,2024-02-25,40000.0
1608,賃貸マンション,ゴキソ224ビル,愛知県名古屋市昭和区御器所通２,地下鉄桜通線/御器所駅 歩1分,地下鉄鶴舞線/荒畑駅 歩8分,地下鉄桜通線/桜山駅 歩13分,築44年,6階建,4階,38000.0,5000.0,0.0,0.0,ワンルーム,22.3,https://suumo.jp/chintai/jnc_000040025350/?bc=100324335607,2024-02-25,43000.0
1609,賃貸マンション,ゴキソ224ビル,愛知県名古屋市昭和区御器所通２,地下鉄桜通線/御器所駅 歩1分,地下鉄鶴舞線/荒畑駅 歩8分,地下鉄桜通線/桜山駅 歩13分,築44年,6階建,4階,38000.0,5000.0,0.0,0.0,1K,21.0,https://suumo.jp/chintai/jnc_000081205633/?bc=100263998679,2024-02-25,43000.0
1610,賃貸マンション,ゴキソ224ビル,愛知県名古屋市昭和区御器所通２,地下鉄桜通線/御器所駅 歩1分,地下鉄鶴舞線/荒畑駅 歩8分,地下鉄桜通線/桜山駅 歩13分,築44年,6階建,4階,38000.0,5000.0,0.0,0.0,1K,21.0,https://suumo.jp/chintai/jnc_000081212469/?bc=100322769047,2024-02-25,43000.0
1611,賃貸マンション,ゴキソ224ビル,愛知県名古屋市昭和区御器所通２,地下鉄桜通線/御器所駅 歩1分,地下鉄鶴舞線/荒畑駅 歩8分,地下鉄桜通線/桜山駅 歩13分,築44年,6階建,3階,53000.0,5000.0,0.0,0.0,ワンルーム,31.5,https://suumo.jp/chintai/jnc_000014017002/?bc=100361449953,2024-02-25,58000.0
1612,賃貸マンション,ゴキソ224ビル,愛知県名古屋市昭和区御器所通２,地下鉄桜通線/御器所駅 歩1分,地下鉄鶴舞線/荒畑駅 歩8分,地下鉄桜通線/桜山駅 歩13分,築44年,6階建,3階,53000.0,5000.0,0.0,0.0,ワンルーム,22.3,https://suumo.jp/chintai/jnc_000029932907/?bc=100333636329,2024-02-25,58000.0
1613,賃貸アパート,清和荘,愛知県名古屋市昭和区塩付通５,地下鉄鶴舞線/御器所駅 歩11分,地下鉄桜通線/御器所駅 歩11分,地下鉄桜通線/桜山駅 歩13分,築54年,2階建,2階,23000.0,0.0,0.0,23000.0,2K,29.82,https://suumo.jp/chintai/jnc_000082586104/?bc=100366847281,2024-02-25,23479.166666666668
1614,賃貸アパート,清和荘,愛知県名古屋市昭和区塩付通５,地下鉄鶴舞線/御器所駅 歩11分,地下鉄桜通線/御器所駅 歩11分,地下鉄桜通線/桜山駅 歩13分,築54年,2階建,1階,30000.0,0.0,0.0,30000.0,2K,29.82,https://suumo.jp/chintai/jnc_000082586103/?bc=100346996584,2024-02-25,30625.0
1615,賃貸マンション,メゾン・ド・ソメイユ,愛知県名古屋市昭和区御器所４,地下鉄鶴舞線/荒畑駅 歩10分,地下鉄桜通線/桜山駅 歩17分,地下鉄鶴舞線/御器所駅 歩18分,築38年,4階建,2階,24000.0,4500.0,0.0,0.0,ワンルーム,16.5,https://suumo.jp/chintai/jnc_000081484240/?bc=100363837420,2024-02-25,28500.0
1616,賃貸マンション,メゾン・ド・ソメイユ,愛知県名古屋市昭和区御器所４,地下鉄鶴舞線/荒畑駅 歩10分,地下鉄桜通線/桜山駅 歩17分,地下鉄鶴舞線/御器所駅 歩18分,築38年,4階建,4階,25000.0,4500.0,0.0,0.0,ワンルーム,16.21,https://suumo.jp/chintai/jnc_000063124551/?bc=100355835221,2024-02-25,29500.0
1617,賃貸マンション,メゾン・ド・ソメイユ,愛知県名古屋市昭和区御器所４,地下鉄鶴舞線/荒畑駅 歩10分,地下鉄桜通線/桜山駅 歩17分,地下鉄鶴舞線/御器所駅 歩18分,築38年,4階建,1階,26000.0,4500.0,0.0,0.0,ワンルーム,16.5,https://suumo.jp/chintai/jnc_000070737175/?bc=100366578407,2024-02-25,30500.0
1618,賃貸マンション,メゾン・ド・ソメイユ,愛知県名古屋市昭和区御器所４,地下鉄鶴舞線/荒畑駅 歩10分,地下鉄桜通線/桜山駅 歩17分,地下鉄鶴舞線/御器所駅 歩18分,築38年,4階建,2階,30500.0,4500.0,0.0,0.0,ワンルーム,16.5,https://suumo.jp/chintai/jnc_000088205997/?bc=100364627487,2024-02-25,35000.0
1619,賃貸マンション,メゾン・ド・ソメイユ,愛知県名古屋市昭和区御器所４,地下鉄鶴舞線/荒畑駅 歩10分,地下鉄桜通線/桜山駅 歩17分,地下鉄鶴舞線/御器所駅 歩18分,築38年,4階建,3階,35000.0,4500.0,0.0,0.0,ワンルーム,16.5,https://suumo.jp/chintai/jnc_000088159049/?bc=100365447164,2024-02-25,39500.0
1620,賃貸マンション,ノーブル千賀,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩13分,築60年,5階建,3階,39000.0,3000.0,0.0,0.0,1K,22.05,https://suumo.jp/chintai/jnc_000088312389/?bc=100352108353,2024-02-25,42000.0
1621,賃貸マンション,ノーブル千賀,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩13分,築60年,5階建,3階,41000.0,3000.0,0.0,0.0,1K,22.05,https://suumo.jp/chintai/jnc_000086232010/?bc=100365143429,2024-02-25,44000.0
1622,賃貸アパート,地下鉄桜通線 瑞穂区役所駅 2階建 築12年,愛知県名古屋市瑞穂区佐渡町５,地下鉄桜通線/瑞穂区役所駅 歩5分,地下鉄桜通線/瑞穂運動場西駅 歩9分,地下鉄桜通線/桜山駅 歩14分,築12年,2階建,2階,52500.0,4000.0,0.0,0.0,1SK,20.01,https://suumo.jp/chintai/jnc_000087969929/?bc=100366412677,2024-02-25,56500.0
1623,賃貸アパート,地下鉄桜通線 瑞穂区役所駅 2階建 築13年,愛知県名古屋市瑞穂区北原町２,地下鉄桜通線/瑞穂区役所駅 歩3分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩12分,築13年,2階建,1階,65000.0,3000.0,65000.0,0.0,1LDK,35.0,https://suumo.jp/chintai/jnc_000036958609/?bc=100317889778,2024-02-25,69354.16666666667
1624,賃貸アパート,地下鉄桜通線 瑞穂区役所駅 2階建 築21年,愛知県名古屋市瑞穂区薩摩町２,地下鉄桜通線/瑞穂区役所駅 歩6分,地下鉄桜通線/瑞穂運動場西駅 歩13分,地下鉄桜通線/桜山駅 歩15分,築21年,2階建,2階,66000.0,4500.0,0.0,0.0,1LDK,35.51,https://suumo.jp/chintai/jnc_000086377495/?bc=100356009132,2024-02-25,70500.0
1625,賃貸アパート,Grandtic Vida Mizuho,愛知県名古屋市瑞穂区北原町１,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄桜通線/瑞穂運動場西駅 歩15分,地下鉄桜通線/桜山駅 歩19分,築10年,2階建,2階,67500.0,4000.0,0.0,0.0,1LDK,31.81,https://suumo.jp/chintai/jnc_000087706232/?bc=100361724415,2024-02-25,71500.0
1626,賃貸アパート,地下鉄桜通線 瑞穂区役所駅 2階建 築10年,愛知県名古屋市瑞穂区北原町１,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄桜通線/瑞穂運動場西駅 歩15分,地下鉄桜通線/桜山駅 歩15分,築10年,2階建,2階,67500.0,4000.0,0.0,0.0,1LDK,31.81,https://suumo.jp/chintai/jnc_000087706233/?bc=100361365180,2024-02-25,71500.0
1627,賃貸マンション,地下鉄桜通線 瑞穂区役所駅 3階建 築32年,愛知県名古屋市瑞穂区大殿町３,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄桜通線/瑞穂運動場西駅 歩14分,地下鉄桜通線/桜山駅 歩15分,築32年,3階建,2階,115000.0,5000.0,230000.0,0.0,4LDK,85.14,https://suumo.jp/chintai/jnc_000068090426/?bc=100302579103,2024-02-25,124791.66666666669
1628,賃貸マンション,地下鉄桜通線 瑞穂区役所駅 3階建 築32年,愛知県名古屋市瑞穂区大殿町３,地下鉄桜通線/瑞穂区役所駅 歩9分,地下鉄桜通線/瑞穂運動場西駅 歩14分,地下鉄桜通線/桜山駅 歩15分,築32年,3階建,3階,115000.0,5000.0,230000.0,0.0,4LDK,85.14,https://suumo.jp/chintai/jnc_000081886148/?bc=100302666845,2024-02-25,124791.66666666669
1629,賃貸マンション,Ｐｒｏｓｐｅｒｅｒ（プロスペル）,愛知県名古屋市瑞穂区本願寺町２,地下鉄桜通線/瑞穂区役所駅 歩7分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩20分,築19年,3階建,3階,76000.0,4000.0,0.0,0.0,1LDK,44.17,https://suumo.jp/chintai/jnc_000069625943/?bc=100360220973,2024-02-25,80000.0
1630,賃貸マンション,Ｐｒｏｓｐｅｒｅｒ（プロスペル）,愛知県名古屋市瑞穂区本願寺町２,地下鉄桜通線/瑞穂区役所駅 歩7分,地下鉄桜通線/瑞穂運動場西駅 歩10分,地下鉄桜通線/桜山駅 歩20分,築19年,3階建,1階,79000.0,4000.0,79000.0,0.0,1LDK,51.59,https://suumo.jp/chintai/jnc_000084813841/?bc=100298220242,2024-02-25,84645.83333333333
